,client_id,product_category,product_company,subtype,amount,date,transaction_type
922660,994,5,Dodo Pizza,Purchase,381,04/01/2020 02:46,Negative
631583,679,6,,Purchase,66,04/01/2020 02:46,Negative
438735,473,6,Arrow,Purchase,92,04/01/2020 02:50,Negative
52319,56,28,,Translation,2977,04/01/2020 02:50,Negative
828379,892,6,Arrow,Purchase,79,01/04/2020 02:51,Negative
354707,383,5,Yakitoria,Purchase,318,01/04/2020 02:51,Negative
241246,261,6,Moscow subway,Purchase,88,01/04/2020 02:51,Negative
779034,839,28,,Replenishment,2324,01/04/2020 02:51,Positive
561056,604,6,Moscow subway,Purchase,71,01/04/2020 02:51,Negative
711506,766,6,Arrow,Purchase,51,01/04/2020 02:52,Negative
452591,488,2,SberMarket,Purchase,4283,01/04/2020 02:53,Negative
868552,936,2,Auchan,Purchase,1516,01/04/2020 02:54,Negative
143833,155,6,,Purchase,one hundred,01/04/2020 02:54,Negative
159619,172,10,Theater Magic Lantern,Purchase,594,01/04/2020 02:54,Negative
390181,420,28,,Replenishment,2234,01/04/2020 02:54,Positive
241237,261,6,Moscow subway,Purchase,68,04/01/2020 02:55,Negative
903319,973,28,,Replenishment,1629,04/01/2020 02:56,Positive
644046,693,2,Yandex.Lavka,Purchase,3612,04/01/2020 02:56,Negative
518924,559,6,Arrow,Purchase,99,01/04/2020 02:57,Negative
679783,732,6,Moscow subway,Purchase,77,01/04/2020 02:58,Negative
395555,426,6,Moscow subway,Purchase,60,01/04/2020 02:58,Negative
105633,114,3,Citymobil,Purchase,701,01/04/2020 02:58,Negative
548201,591,one,Carousel,Purchase,1463,01/04/2020 02:59,Negative
639365,688,5,,Purchase,522,01/04/2020 02:59,Negative
89275,96,6,Arrow,Purchase,60,01/04/2020 02:59,Negative
926682,998,6,,Purchase,85,01/04/2020 02:59,Negative
247425,268,5,,Purchase,158,01/04/2020 03:01,Negative
839800,904,21,,Purchase,3813,01/04/2020 03:01,Negative
142030,153,eight,Okko,Purchase,357,01/04/2020 03:02,Negative
889087,958,6,,Purchase,88,01/04/2020 03:03,Negative
458768,494,28,,Translation,251,01/04/2020 03:03,Negative
858784,925,eleven,Rive Gauche,Purchase,1164,01/04/2020 03:04,Negative
819942,883,6,Moscow subway,Purchase,one hundred,01/04/2020 03:05,Negative
702097,756,6,Moscow subway,Purchase,82,01/04/2020 03:06,Negative
41480,45,6,Arrow,Purchase,87,01/04/2020 03:06,Negative
519847,560,6,,Purchase,97,01/04/2020 03:07,Negative
199564,216,5,KFC,Purchase,179,01/04/2020 03:08,Negative
246608,267,6,Arrow,Purchase,90,01/04/2020 03:09,Negative
778770,839,7,36.6,Purchase,559,04/01/2020 03:10,Negative
471162,508,6,,Purchase,81,04/01/2020 03:11,Negative
581775,626,6,Arrow,Purchase,56,04/01/2020 03:11,Negative
208752,225,28,,Translation,673,04/01/2020 03:11,Negative
248762,269,6,,Purchase,58,04/01/2020 03:12,Negative
624548,672,2,Yandex.Lavka,Purchase,2455,04/01/2020 03:14,Negative
772615,832,eleven,Hairdresser DIMAX,Purchase,1114,04/01/2020 03:15,Negative
370400,399,28,,Replenishment,331,04/01/2020 03:15,Positive
921094,992,6,,Purchase,64,04/01/2020 03:15,Negative
363040,392,3,Citymobil,Purchase,563,04/01/2020 03:15,Negative
209926,227,5,McDonald's,Purchase,275,04/01/2020 03:16,Negative
16319,eighteen,6,,Purchase,91,04/01/2020 03:17,Negative
772139,832,6,,Purchase,94,04/01/2020 03:17,Negative
496479,535,5,PizzaHut,Purchase,336,04/01/2020 03:17,Negative
453607,489,6,,Purchase,69,04/01/2020 03:19,Negative
325537,352,6,Moscow subway,Purchase,70,04/01/2020 03:19,Negative
394961,425,28,,Translation,2360,04/01/2020 03:19,Negative
661391,712,6,Moscow subway,Purchase,83,04/01/2020 03:20,Negative
839342,904,6,Arrow,Purchase,69,04/01/2020 03:20,Negative
49232,53,6,Arrow,Purchase,92,04/01/2020 03:20,Negative
195515,212,one,Delimobil,Purchase,1369,04/01/2020 03:21,Negative
328072,355,6,,Purchase,54,04/01/2020 03:23,Negative
688615,742,6,,Purchase,70,04/01/2020 03:23,Negative
346056,374,3,UBER,Purchase,247,04/01/2020 03:24,Negative
857242,923,twenty,,Purchase,2753,04/01/2020 03:24,Negative
554596,597,thirteen,H&M,Purchase,1661,04/01/2020 03:24,Negative
773154,833,6,Moscow subway,Purchase,80,04/01/2020 03:25,Negative
197476,214,3,Citymobil,Purchase,967,04/01/2020 03:26,Negative
322551,349,5,PizzaHut,Purchase,512,04/01/2020 03:26,Negative
17187,nineteen,6,Arrow,Purchase,83,04/01/2020 03:27,Negative
596022,641,6,Arrow,Purchase,79,04/01/2020 03:28,Negative
663434,714,6,Arrow,Purchase,68,04/01/2020 03:28,Negative
322811,349,6,,Purchase,84,04/01/2020 03:28,Negative
365070,394,5,,Purchase,249,01/04/2020 03:30,Negative
521668,562,6,Moscow subway,Purchase,52,01/04/2020 03:30,Negative
921945,993,6,Moscow subway,Purchase,64,04/01/2020 03:31,Negative
795886,858,5,PizzaHut,Purchase,545,04/01/2020 03:32,Negative
715712,770,9,Storytel,Purchase,414,04/01/2020 03:33,Negative
217503,235,6,Moscow subway,Purchase,95,04/01/2020 03:33,Negative
707729,762,6,Arrow,Purchase,one hundred,04/01/2020 03:33,Negative
563218,606,15,Lukoil gas station,Purchase,1920,04/01/2020 03:33,Negative
482896,520,28,,Translation,2052,04/01/2020 03:34,Negative
867954,935,6,Moscow subway,Purchase,60,04/01/2020 03:34,Negative
633593,682,3,GETT,Purchase,680,04/01/2020 03:35,Negative
58885,64,6,Arrow,Purchase,58,04/01/2020 03:35,Negative
213540,231,3,YandexGO,Purchase,340,04/01/2020 03:36,Negative
870101,937,eighteen,,Purchase,2101,04/01/2020 03:37,Negative
369812,399,6,Moscow subway,Purchase,57,04/01/2020 03:39,Negative
74821,81,5,McDonald's,Purchase,567,04/01/2020 03:40,Negative
164910,178,6,Arrow,Purchase,52,04/01/2020 03:40,Negative
866681,934,5,Tanuki,Purchase,180,04/01/2020 03:40,Negative
447175,482,6,,Purchase,51,04/01/2020 03:41,Negative
717514,772,9,Read-city,Purchase,246,04/01/2020 03:42,Negative
233338,252,14,IL patio,Purchase,2389,04/01/2020 03:42,Negative
882752,951,eleven,BritVa Barbershop,Purchase,1729,04/01/2020 03:43,Negative
485815,524,one,Delimobil,Purchase,549,04/01/2020 03:43,Negative
296541,320,9,CENTURY OF DEVELOPMENT,Purchase,226,04/01/2020 03:44,Negative
531145,572,7,Pharmacy VITA Express,Purchase,410,04/01/2020 03:44,Negative
197596,214,5,Dodo Pizza,Purchase,303,04/01/2020 03:45,Negative
649884,699,6,Arrow,Purchase,75,04/01/2020 03:45,Negative
905640,976,6,,Purchase,81,04/01/2020 03:45,Negative
905227,975,28,,Translation,2598,04/01/2020 03:47,Negative
125896,135,28,,Replenishment,699,04/01/2020 03:48,Positive
109903,118,9,White Rabbit,Purchase,370,04/01/2020 03:48,Negative
105286,113,14,Solo Burger Bar,Purchase,1694,04/01/2020 03:49,Negative
297045,321,5,PizzaHut,Purchase,399,04/01/2020 03:49,Negative
270001,292,10,Theater Magic Lantern,Purchase,363,04/01/2020 03:49,Negative
176048,191,2,Platypus Online,Purchase,3705,04/01/2020 03:49,Negative
10684,12,6,Arrow,Purchase,65,04/01/2020 03:50,Negative
334621,362,6,Moscow subway,Purchase,94,04/01/2020 03:50,Negative
693560,747,14,IL patio,Purchase,787,04/01/2020 03:50,Negative
138405,149,14,IL patio,Purchase,959,01/04/2020 03:51,Negative
560417,603,28,,Replenishment,1203,01/04/2020 03:51,Positive
551158,594,6,Moscow subway,Purchase,66,01/04/2020 03:51,Negative
213746,231,5,Dodo Pizza,Purchase,287,04/01/2020 03:52,Negative
180322,195,eight,Okko,Purchase,399,04/01/2020 03:52,Negative
402260,433,twenty,,Purchase,1918,04/01/2020 03:52,Negative
903616,974,6,Arrow,Purchase,88,04/01/2020 03:52,Negative
560807,604,6,Moscow subway,Purchase,93,01/04/2020 03:54,Negative
37076,40,6,Arrow,Purchase,58,04/01/2020 03:56,Negative
101876,110,3,YandexGO,Purchase,933,04/01/2020 03:56,Negative
621681,669,5,Dodo Pizza,Purchase,155,04/01/2020 03:57,Negative
169224,183,6,Arrow,Purchase,51,04/01/2020 03:57,Negative
7370,eight,thirteen,H&M,Purchase,4839,04/01/2020 03:57,Negative
911014,982,one,Delimobil,Purchase,910,04/01/2020 03:57,Negative
308033,333,5,PizzaHut,Purchase,386,04/01/2020 03:57,Negative
331477,358,28,,Translation,160,01/04/2020 03:58,Negative
554827,597,28,,Replenishment,454,01/04/2020 03:58,Positive
385465,415,nineteen,,Purchase,538,01/04/2020 03:59,Negative
117058,126,6,,Purchase,50,01/04/2020 04:00,Negative
843663,908,twenty,,Purchase,2359,01/04/2020 04:00,Negative
752731,811,6,,Purchase,56,01/04/2020 04:01,Negative
881559,950,6,Moscow subway,Purchase,71,01/04/2020 04:01,Negative
308604,333,nineteen,,Purchase,318,01/04/2020 04:01,Negative
681989,735,one,Yandex.Drive,Purchase,1436,01/04/2020 04:01,Negative
74174,80,6,Arrow,Purchase,90,01/04/2020 04:02,Negative
638956,687,9,Rospechat,Purchase,327,01/04/2020 04:02,Negative
392299,423,5,Dodo Pizza,Purchase,168,01/04/2020 04:02,Negative
246048,266,6,Arrow,Purchase,59,01/04/2020 04:03,Negative
700466,754,6,,Purchase,78,01/04/2020 04:03,Negative
202166,219,2,Yandex.Lavka,Purchase,498,01/04/2020 04:04,Negative
864936,932,6,Moscow subway,Purchase,94,01/04/2020 04:08,Negative
10287,eleven,sixteen,,Purchase,619,01/04/2020 04:08,Negative
71586,77,21,,Purchase,557,01/04/2020 04:09,Negative
4431,5,eight,Karo Film,Purchase,444,04/01/2020 04:10,Negative
725500,781,6,,Purchase,80,04/01/2020 04:11,Negative
818596,882,5,PizzaHut,Purchase,505,04/01/2020 04:11,Negative
492113,530,6,Moscow subway,Purchase,82,04/01/2020 04:11,Negative
912664,983,14,Own company,Purchase,815,04/01/2020 04:11,Negative
353819,382,6,Arrow,Purchase,82,01/04/2020 04:12,Negative
314920,340,6,,Purchase,50,01/04/2020 04:13,Negative
428130,461,28,,Translation,228,01/04/2020 04:13,Negative
274121,296,28,,Replenishment,320,01/04/2020 04:13,Positive
754612,813,6,,Purchase,67,04/01/2020 04:16,Negative
743772,801,5,Yakitoria,Purchase,168,04/01/2020 04:17,Negative
275615,298,6,Arrow,Purchase,98,04/01/2020 04:17,Negative
479144,517,3,YandexGO,Purchase,946,01/04/2020 04:19,Negative
551500,594,14,Own company,Purchase,2824,01/04/2020 04:19,Negative
756207,815,one,BelkaCar,Purchase,447,01/04/2020 04:20,Negative
61884,67,6,Moscow subway,Purchase,80,04/01/2020 04:21,Negative
474371,511,28,,Translation,428,04/01/2020 04:21,Negative
243361,263,7,Pharmacy 23 plus,Purchase,555,01/04/2020 04:22,Negative
877626,945,28,,Translation,1996,01/04/2020 04:22,Negative
465915,502,28,,Replenishment,1858,04/01/2020 04:23,Positive
459829,496,5,Dodo Pizza,Purchase,437,04/01/2020 04:24,Negative
373886,403,14,Miraj Restaurant,Purchase,2610,01/04/2020 04:25,Negative
519564,559,28,,Translation,2862,01/04/2020 04:25,Negative
568133,612,2,Platypus Online,Purchase,4350,01/04/2020 04:25,Negative
421346,454,thirteen,H&M,Purchase,7500,01/04/2020 04:25,Negative
81440,88,5,KFC,Purchase,506,01/04/2020 04:28,Negative
224884,243,6,Arrow,Purchase,58,01/04/2020 04:29,Negative
848758,914,6,,Purchase,69,01/04/2020 04:29,Negative
459777,496,2,Billa,Purchase,4634,01/04/2020 04:30,Negative
320782,347,2,Billa,Purchase,1596,01/04/2020 04:30,Negative
698634,752,eleven,Cosmetic center,Purchase,2485,04/01/2020 04:31,Negative
94106,101,sixteen,,Purchase,1372,04/01/2020 04:32,Negative
240863,260,15,Gas station GAZPROM,Purchase,1137,04/01/2020 04:33,Negative
337142,365,3,UBER,Purchase,308,01/04/2020 04:34,Negative
797863,860,6,Arrow,Purchase,72,01/04/2020 04:34,Negative
334260,361,28,,Replenishment,660,01/04/2020 04:35,Positive
149631,161,28,,Translation,2394,01/04/2020 04:35,Negative
841948,907,3,YandexGO,Purchase,432,01/04/2020 04:35,Negative
93312,101,one,Youdrive,Purchase,816,01/04/2020 04:37,Negative
425895,459,14,Skala Cafe,Purchase,917,01/04/2020 04:37,Negative
889462,958,28,,Replenishment,1762,04/01/2020 04:38,Positive
20194,22,eight,Cinema Pobeda,Purchase,333,04/01/2020 04:38,Negative
377731,407,14,Miraj Restaurant,Purchase,585,01/04/2020 04:39,Negative
142237,153,nineteen,,Purchase,1821,01/04/2020 04:39,Negative
31363,34,10,Theater Magic Lantern,Purchase,795,01/04/2020 04:39,Negative
627526,675,6,Moscow subway,Purchase,56,01/04/2020 04:40,Negative
354258,382,15,ROSNEFT,Purchase,1766,01/04/2020 04:40,Negative
878944,947,6,,Purchase,80,01/04/2020 04:41,Negative
245606,266,2,SberMarket,Purchase,855,01/04/2020 04:41,Negative
656182,706,eighteen,,Purchase,827,01/04/2020 04:41,Negative
71243,77,6,Moscow subway,Purchase,69,01/04/2020 04:41,Negative
406466,438,6,Arrow,Purchase,92,01/04/2020 04:41,Negative
34364,37,twenty,,Purchase,1604,01/04/2020 04:41,Negative
852251,918,6,Moscow subway,Purchase,52,04/01/2020 04:42,Negative
590216,635,6,Arrow,Purchase,95,04/01/2020 04:42,Negative
3149,4,6,Moscow subway,Purchase,63,04/01/2020 04:43,Negative
693160,747,5,KFC,Purchase,286,04/01/2020 04:44,Negative
686234,739,6,,Purchase,97,04/01/2020 04:45,Negative
173112,187,thirteen,Lamoda,Purchase,7779,04/01/2020 04:45,Negative
289640,313,14,Solo Burger Bar,Purchase,616,04/01/2020 04:46,Negative
302795,327,6,Arrow,Purchase,81,04/01/2020 04:46,Negative
554243,597,6,,Purchase,88,04/01/2020 04:47,Negative
738201,795,6,,Purchase,82,04/01/2020 04:47,Negative
722853,778,14,Miraj Restaurant,Purchase,2703,01/04/2020 04:48,Negative
255208,276,6,Moscow subway,Purchase,66,01/04/2020 04:48,Negative
679640,732,6,Arrow,Purchase,70,01/04/2020 04:48,Negative
322924,349,6,Moscow subway,Purchase,98,01/04/2020 04:48,Negative
739759,796,28,,Replenishment,1485,04/01/2020 04:49,Positive
84447,91,6,,Purchase,73,04/01/2020 04:49,Negative
773164,833,6,,Purchase,96,04/01/2020 04:49,Negative
446411,481,9,White Rabbit,Purchase,361,01/04/2020 04:50,Negative
492235,530,10,Coral pool,Purchase,664,01/04/2020 04:51,Negative
132981,143,6,Moscow subway,Purchase,77,01/04/2020 04:51,Negative
78002,84,6,Arrow,Purchase,90,01/04/2020 04:51,Negative
45827,49,28,,Replenishment,1157,01/04/2020 04:51,Positive
15927,eighteen,3,GETT,Purchase,657,01/04/2020 04:51,Negative
515043,555,5,,Purchase,335,01/04/2020 04:52,Negative
632458,680,14,Solo Burger Bar,Purchase,1267,01/04/2020 04:52,Negative
388413,419,one,Youdrive,Purchase,628,01/04/2020 04:53,Negative
926436,998,5,Dodo Pizza,Purchase,370,01/04/2020 04:54,Negative
524278,565,6,Arrow,Purchase,77,01/04/2020 04:54,Negative
537202,579,5,KFC,Purchase,563,01/04/2020 04:54,Negative
730314,786,14,Skala Cafe,Purchase,2125,01/04/2020 04:56,Negative
471088,508,6,Arrow,Purchase,54,01/04/2020 04:56,Negative
748362,806,6,Arrow,Purchase,71,01/04/2020 04:58,Negative
917789,989,2,Yandex.Lavka,Purchase,2068,01/04/2020 05:00,Negative
574595,618,28,,Translation,2294,01/04/2020 05:01,Negative
754988,813,eleven,BritVa Barbershop,Purchase,1598,01/04/2020 05:02,Negative
20919,23,6,Arrow,Purchase,84,01/04/2020 05:03,Negative
258762,280,6,Moscow subway,Purchase,98,01/04/2020 05:03,Negative
734998,791,28,,Translation,659,01/04/2020 05:03,Negative
881988,950,28,,Translation,2134,01/04/2020 05:03,Negative
176809,191,28,,Translation,1725,01/04/2020 05:03,Negative
509009,548,9,Rospechat,Purchase,451,01/04/2020 05:03,Negative
670634,722,6,,Purchase,96,01/04/2020 05:04,Negative
393553,424,6,,Purchase,51,01/04/2020 05:04,Negative
122476,132,6,,Purchase,82,01/04/2020 05:05,Negative
469937,507,5,Tanuki,Purchase,221,01/04/2020 05:07,Negative
45814,49,28,,Replenishment,1733,01/04/2020 05:07,Positive
242055,262,5,Tanuki,Purchase,382,01/04/2020 05:07,Negative
890094,959,6,,Purchase,one hundred,01/04/2020 05:07,Negative
686611,740,3,Citymobil,Purchase,320,01/04/2020 05:08,Negative
105114,113,6,,Purchase,73,01/04/2020 05:08,Negative
203915,220,21,,Purchase,2863,01/04/2020 05:08,Negative
659203,709,28,,Translation,146,01/04/2020 05:08,Negative
488318,526,6,,Purchase,84,01/04/2020 05:08,Negative
912771,983,sixteen,,Purchase,888,01/04/2020 05:09,Negative
633124,681,6,,Purchase,98,01/04/2020 05:09,Negative
567803,611,10,Theater Magic Lantern,Purchase,797,04/01/2020 05:10,Negative
65403,71,2,Yandex.Lavka,Purchase,1148,04/01/2020 05:10,Negative
473864,511,6,,Purchase,50,04/01/2020 05:12,Negative
653053,703,6,Arrow,Purchase,66,01/04/2020 05:13,Negative
662500,713,6,Moscow subway,Purchase,95,01/04/2020 05:13,Negative
369105,398,6,Moscow subway,Purchase,99,01/04/2020 05:13,Negative
331165,358,6,,Purchase,71,04/01/2020 05:14,Negative
412130,445,2,Crossroads,Purchase,4532,01/04/2020 05:15,Negative
689786,743,thirteen,WILDBERRIES,Purchase,8529,04/01/2020 05:16,Negative
64183,69,17,,Purchase,25044,04/01/2020 05:16,Negative
521974,562,14,Own company,Purchase,1068,04/01/2020 05:16,Negative
485147,523,5,McDonald's,Purchase,153,04/01/2020 05:16,Negative
500746,539,10,Theater Magic Lantern,Purchase,232,04/01/2020 05:17,Negative
321682,348,2,Platypus Online,Purchase,492,04/01/2020 05:17,Negative
526518,567,9,Read-city,Purchase,556,01/04/2020 05:18,Negative
816694,880,3,Citymobil,Purchase,529,01/04/2020 05:19,Negative
607042,653,6,Arrow,Purchase,82,01/04/2020 05:19,Negative
753795,812,6,,Purchase,57,04/01/2020 05:21,Negative
109590,118,6,Arrow,Purchase,97,04/01/2020 05:21,Negative
533600,575,6,Arrow,Purchase,87,04/01/2020 05:21,Negative
364946,394,2,Billa,Purchase,4476,04/01/2020 05:23,Negative
460094,496,6,Arrow,Purchase,87,04/01/2020 05:23,Negative
708220,762,twenty,,Purchase,2448,01/04/2020 05:24,Negative
184974,200,28,,Replenishment,2163,01/04/2020 05:24,Positive
528557,569,28,,Replenishment,2893,01/04/2020 05:24,Positive
194528,211,3,Kiwi Taxi,Purchase,762,04/01/2020 05:25,Negative
351060,379,6,Moscow subway,Purchase,50,04/01/2020 05:25,Negative
415006,447,28,,Replenishment,535,04/01/2020 05:26,Positive
235133,254,6,Moscow subway,Purchase,80,04/01/2020 05:26,Negative
482718,520,10,Great Moscow Circus,Purchase,611,04/01/2020 05:27,Negative
457648,493,10,Bowling Club Scooter,Purchase,652,01/04/2020 05:28,Negative
476777,514,6,,Purchase,52,04/01/2020 05:29,Negative
385222,415,eight,Cinema Pobeda,Purchase,353,04/01/2020 05:29,Negative
34476,37,28,,Replenishment,2664,04/01/2020 05:29,Positive
289699,313,eleven,BritVa Barbershop,Purchase,1662,01/04/2020 05:30,Negative
884851,953,28,,Translation,870,01/04/2020 05:30,Negative
347999,376,5,McDonald's,Purchase,517,04/01/2020 05:32,Negative
733042,789,6,,Purchase,96,04/01/2020 05:33,Negative
285103,308,14,Own company,Purchase,2275,04/01/2020 05:33,Negative
475912,513,6,Arrow,Purchase,80,01/04/2020 05:35,Negative
784003,845,6,,Purchase,95,04/01/2020 05:36,Negative
235339,254,thirteen,H&M,Purchase,9364,04/01/2020 05:36,Negative
610396,656,28,,Replenishment,1343,04/01/2020 05:37,Positive
135798,146,14,Skala Cafe,Purchase,2157,04/01/2020 05:37,Negative
297344,321,6,,Purchase,83,04/01/2020 05:37,Negative
619553,666,sixteen,,Purchase,1092,04/01/2020 05:37,Negative
890991,960,eight,Cinema Pobeda,Purchase,356,04/01/2020 05:38,Negative
893395,963,5,,Purchase,261,04/01/2020 05:38,Negative
227462,246,2,Auchan,Purchase,4255,04/01/2020 05:38,Negative
775294,835,7,Pharmacy VITA Express,Purchase,573,01/04/2020 05:39,Negative
41552,45,6,,Purchase,71,01/04/2020 05:39,Negative
64519,70,5,Dodo Pizza,Purchase,324,01/04/2020 05:39,Negative
209487,226,15,Gas station GAZPROMNEFT,Purchase,1049,01/04/2020 05:39,Negative
27153,thirty,5,,Purchase,256,04/01/2020 05:40,Negative
789168,851,5,Tanuki,Purchase,478,04/01/2020 05:40,Negative
624646,672,5,Tanuki,Purchase,328,04/01/2020 05:40,Negative
94155,101,28,,Translation,2977,04/01/2020 05:41,Negative
228300,247,3,UBER,Purchase,464,04/01/2020 05:41,Negative
466337,503,6,,Purchase,71,04/01/2020 05:41,Negative
273450,296,5,Yakitoria,Purchase,600,04/01/2020 05:41,Negative
150119,162,6,Moscow subway,Purchase,54,04/01/2020 05:42,Negative
77386,83,28,,Replenishment,1281,04/01/2020 05:43,Positive
494852,533,6,,Purchase,78,04/01/2020 05:43,Negative
696238,750,6,Moscow subway,Purchase,70,04/01/2020 05:46,Negative
586869,631,15,Gas station GAZPROM,Purchase,1299,04/01/2020 05:46,Negative
334101,361,eight,Karo Film,Purchase,327,04/01/2020 05:48,Negative
825411,889,6,,Purchase,82,04/01/2020 05:49,Negative
633085,681,6,Moscow subway,Purchase,65,04/01/2020 05:49,Negative
749472,807,15,Gas station GAZPROM,Purchase,1439,01/04/2020 05:50,Negative
353793,382,6,Moscow subway,Purchase,72,01/04/2020 05:51,Negative
376854,406,21,,Purchase,1148,01/04/2020 05:52,Negative
87166,94,6,Arrow,Purchase,64,01/04/2020 05:53,Negative
19826,22,6,Arrow,Purchase,97,01/04/2020 05:53,Negative
210153,227,6,Arrow,Purchase,97,01/04/2020 05:53,Negative
49677,54,2,SberMarket,Purchase,1507,01/04/2020 05:53,Negative
698987,753,2,SberMarket,Purchase,1218,01/04/2020 05:54,Negative
162821,176,6,Arrow,Purchase,80,01/04/2020 05:54,Negative
854045,920,5,PizzaHut,Purchase,175,01/04/2020 05:54,Negative
413713,446,6,,Purchase,77,01/04/2020 05:56,Negative
418196,451,6,Moscow subway,Purchase,71,01/04/2020 05:57,Negative
343862,371,nineteen,,Purchase,1350,01/04/2020 05:58,Negative
276213,299,2,Crossroads,Purchase,1088,01/04/2020 05:59,Negative
658971,709,9,CENTURY OF DEVELOPMENT,Purchase,381,01/04/2020 05:59,Negative
502536,541,6,Moscow subway,Purchase,72,01/04/2020 06:00,Negative
775277,835,thirteen,Marks & Spencer,Purchase,8786,01/04/2020 06:00,Negative
693726,747,21,,Purchase,3751,01/04/2020 06:02,Negative
175744,190,10,Bowling Club Scooter,Purchase,250,01/04/2020 06:02,Negative
539112,581,5,Yakitoria,Purchase,358,01/04/2020 06:02,Negative
572767,617,5,Tanuki,Purchase,284,01/04/2020 06:02,Negative
890016,959,6,Arrow,Purchase,62,01/04/2020 06:02,Negative
816514,879,21,,Purchase,1528,01/04/2020 06:03,Negative
422966,456,6,Moscow subway,Purchase,68,01/04/2020 06:04,Negative
624997,672,6,Moscow subway,Purchase,98,01/04/2020 06:04,Negative
564139,607,9,Rospechat,Purchase,311,01/04/2020 06:04,Negative
175507,190,6,,Purchase,78,01/04/2020 06:05,Negative
512098,552,2,Auchan,Purchase,4584,01/04/2020 06:05,Negative
449209,484,eleven,BritVa Barbershop,Purchase,2478,01/04/2020 06:05,Negative
295401,319,6,Moscow subway,Purchase,92,01/04/2020 06:05,Negative
256685,278,5,Yakitoria,Purchase,397,01/04/2020 06:05,Negative
498544,537,6,Moscow subway,Purchase,95,01/04/2020 06:06,Negative
446724,481,28,,Replenishment,341,01/04/2020 06:06,Positive
662133,713,2,Yandex.Lavka,Purchase,1002,01/04/2020 06:07,Negative
217360,235,5,PizzaHut,Purchase,332,01/04/2020 06:08,Negative
416308,449,6,,Purchase,56,01/04/2020 06:08,Negative
644141,693,5,,Purchase,184,01/04/2020 06:08,Negative
663531,714,6,Arrow,Purchase,84,01/04/2020 06:08,Negative
288283,312,5,Dodo Pizza,Purchase,516,01/04/2020 06:08,Negative
5659,6,28,,Replenishment,2138,01/04/2020 06:08,Positive
157561,170,6,Moscow subway,Purchase,51,01/04/2020 06:09,Negative
892583,962,6,Arrow,Purchase,60,04/01/2020 06:10,Negative
616528,663,6,Moscow subway,Purchase,52,04/01/2020 06:10,Negative
705564,760,2,Auchan,Purchase,2281,04/01/2020 06:10,Negative
468251,505,5,Tanuki,Purchase,190,04/01/2020 06:11,Negative
392944,423,28,,Replenishment,1807,04/01/2020 06:11,Positive
775471,835,28,,Translation,1809,04/01/2020 06:12,Negative
484536,522,6,,Purchase,71,04/01/2020 06:12,Negative
630871,678,eleven,BritVa Barbershop,Purchase,1951,04/01/2020 06:14,Negative
154732,167,6,Moscow subway,Purchase,85,04/01/2020 06:14,Negative
382220,412,6,Arrow,Purchase,99,04/01/2020 06:15,Negative
333597,361,5,Yakitoria,Purchase,336,04/01/2020 06:16,Negative
132711,143,6,Arrow,Purchase,69,04/01/2020 06:16,Negative
442930,477,sixteen,,Purchase,660,04/01/2020 06:16,Negative
460374,496,thirteen,Marks & Spencer,Purchase,1001,04/01/2020 06:17,Negative
193653,210,5,KFC,Purchase,431,04/01/2020 06:17,Negative
217564,235,6,Arrow,Purchase,76,04/01/2020 06:18,Negative
810050,872,15,Gas station GAZPROMNEFT,Purchase,1094,04/01/2020 06:18,Negative
783458,844,17,,Purchase,21827,04/01/2020 06:18,Negative
813837,877,one,Lifcar,Purchase,438,04/01/2020 06:18,Negative
331180,358,6,,Purchase,67,04/01/2020 06:18,Negative
872250,940,2,Crossroads,Purchase,1981,04/01/2020 06:19,Negative
651492,701,6,Arrow,Purchase,66,04/01/2020 06:19,Negative
702151,756,6,Arrow,Purchase,93,04/01/2020 06:19,Negative
648498,698,3,Citymobil,Purchase,602,04/01/2020 06:19,Negative
492742,531,5,McDonald's,Purchase,411,04/01/2020 06:20,Negative
809615,872,6,,Purchase,one hundred,04/01/2020 06:20,Negative
347399,375,6,Arrow,Purchase,82,04/01/2020 06:21,Negative
41310,45,5,PizzaHut,Purchase,400,04/01/2020 06:21,Negative
407470,439,9,White Rabbit,Purchase,589,04/01/2020 06:21,Negative
325790,352,10,Coral pool,Purchase,388,04/01/2020 06:21,Negative
626811,674,6,,Purchase,67,04/01/2020 06:22,Negative
659175,709,28,,Translation,1950,04/01/2020 06:22,Negative
515642,555,28,,Translation,2687,04/01/2020 06:23,Negative
875527,943,6,Moscow subway,Purchase,73,04/01/2020 06:23,Negative
376493,406,6,Arrow,Purchase,89,04/01/2020 06:23,Negative
539773,581,28,,Translation,1982,04/01/2020 06:23,Negative
751286,809,eleven,Cosmetic center,Purchase,1919,04/01/2020 06:23,Negative
320834,347,5,Dodo Pizza,Purchase,463,04/01/2020 06:23,Negative
757741,816,eight,Karo Film,Purchase,423,04/01/2020 06:23,Negative
652222,702,5,Dodo Pizza,Purchase,594,04/01/2020 06:23,Negative
712438,767,6,,Purchase,62,04/01/2020 06:25,Negative
110371,119,5,PizzaHut,Purchase,394,04/01/2020 06:25,Negative
857169,923,7,Pharmacy 23 plus,Purchase,558,04/01/2020 06:26,Negative
99543,107,thirteen,H&M,Purchase,6464,04/01/2020 06:26,Negative
470777,508,3,YandexGO,Purchase,651,04/01/2020 06:27,Negative
897844,968,5,McDonald's,Purchase,210,04/01/2020 06:27,Negative
